"id","invoice_id","branch","city","customer_type","gender","product_line","unit_price","quantity","tax_5_percent","total","date","time","payment","cogs","gross_income","rating","product"
1432,"551-21-3069",C,Naypyitaw,Normal,Female,Electronic accessories,23.07,9,10.3815,218.0115,"09/01/2022","11:27",Cash,207.63,10.3815,4.9,
1433,"105-31-1824",A,Yangon,Member,Male,Sports and travel,69.52,7,24.332,510.972,"09/01/2022","15:10",Credit card,486.64,24.332,8.5,
1434,"358-88-9262",C,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.244,551.124,"09/01/2022","18:43",Ewallet,524.88,26.244,5.1,
1435,"443-82-0585",A,Yangon,Member,Female,Health and beauty,77.68,4,15.536,326.256,"09/01/2022","19:54",Cash,310.72,15.536,8.4,
1436,"237-01-6122",C,Naypyitaw,Member,Female,Home and lifestyle,80.79,9,36.3555,763.4655,"09/01/2022","20:31",Credit card,727.11,36.3555,9.5,
1437,"554-53-8700",C,Naypyitaw,Member,Male,Home and lifestyle,56.11,2,5.611,117.831,"09/02/2022","10:11",Cash,112.22,5.611,6.3,
1438,"717-96-4189",C,Naypyitaw,Normal,Female,Electronic accessories,35.49,6,10.647,223.587,"09/02/2022","12:40",Cash,212.94,10.647,4.1,
1439,"376-56-3573",C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,"09/02/2022","13:23",Ewallet,381.68,19.084,6.4,
1440,"756-93-1854",C,Naypyitaw,Member,Female,Fashion accessories,83.35,2,8.335,175.035,"09/02/2022","14:05",Credit card,166.7,8.335,9.5,
1441,"845-51-0542",B,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,"09/02/2022","15:34",Ewallet,418.95,20.9475,6.4,
1442,"420-18-8989",A,Yangon,Member,Female,Sports and travel,51.52,8,20.608,432.768,"09/02/2022","15:47",Cash,412.16,20.608,9.6,
1443,"390-17-5806",C,Naypyitaw,Member,Female,Food and beverages,38.42,1,1.921,40.341,"09/02/2022","16:33",Cash,38.42,1.921,8.6,
1444,"405-31-3305",A,Yangon,Member,Male,Fashion accessories,43.13,10,21.565,452.865,"09/02/2022","18:31",Credit card,431.3,21.565,5.5,
1445,"376-02-8238",B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,"09/02/2022","18:42",Credit card,750.96,37.548,8.3,
1447,"201-86-2184",B,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,193.011,"09/02/2022","19:40",Cash,183.82,9.191,9.9,
1448,"541-08-3113",C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.388,554.148,"09/02/2022","20:29",Cash,527.76,26.388,8.4,
1449,"418-05-0656",B,Mandalay,Normal,Female,Fashion accessories,25.56,7,8.946,187.866,"09/02/2022","20:42",Cash,178.92,8.946,7.1,
1450,"642-32-2990",A,Yangon,Normal,Female,Food and beverages,10.96,10,5.48,115.08,"09/02/2022","20:48",Ewallet,109.6,5.48,6,
1451,"326-71-2155",C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,"09/03/2022","10:02",Cash,295.8,14.79,6.1,
1452,"326-78-5178",C,Naypyitaw,Member,Male,Food and beverages,91.4,7,31.99,671.79,"09/03/2022","10:19",Cash,639.8,31.99,9.5,
1453,"585-86-8361",A,Yangon,Normal,Female,Food and beverages,27.28,5,6.82,143.22,"09/03/2022","10:31",Credit card,136.4,6.82,8.6,
1454,"443-59-0061",A,Yangon,Member,Male,Food and beverages,67.45,10,33.725,708.225,"09/03/2022","11:25",Ewallet,674.5,33.725,4.2,
1455,"322-02-2271",B,Mandalay,Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,"09/03/2022","11:46",Cash,128.91,6.4455,9.3,
1456,"347-34-2234",B,Mandalay,Member,Female,Sports and travel,55.07,9,24.7815,520.4115,"09/03/2022","13:40",Ewallet,495.63,24.7815,10,
1457,"190-59-3964",B,Mandalay,Member,Male,Food and beverages,47.16,5,11.79,247.59,"09/03/2022","14:35",Credit card,235.8,11.79,6,
1458,"430-60-3493",A,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,"09/03/2022","14:38",Cash,664.16,33.208,4.2,
1459,"639-76-1242",C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,"09/03/2022","15:19",Cash,202.6,10.13,4.5,
1460,"277-63-2961",B,Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,"09/03/2022","15:53",Credit card,73.97,3.6985,5.4,
1461,"566-71-1091",A,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,"09/03/2022","15:59",Cash,385.1,19.255,5.5,
1462,"718-57-9773",C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.665,517.965,"09/03/2022","16:40",Credit card,493.3,24.665,9.4,
1463,"742-04-5161",A,Yangon,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,"09/03/2022","17:24",Cash,727.8,36.39,7.3,
1464,"676-10-2200",B,Mandalay,Member,Male,Fashion accessories,53.78,1,2.689,56.469,"09/03/2022","20:13",Ewallet,53.78,2.689,4.7,
1465,"745-71-3520",A,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.367,"09/04/2022","10:23",Cash,176.54,8.827,8.2,
1466,"441-94-7118",A,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,"09/04/2022","12:14",Cash,71.95,3.5975,7.3,
1467,"268-20-3585",C,Naypyitaw,Normal,Female,Health and beauty,13.85,9,6.2325,130.8825,"09/04/2022","12:50",Ewallet,124.65,6.2325,6,
1468,"627-95-3243",B,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,"09/04/2022","13:21",Ewallet,699.12,34.956,9.8,
1469,"236-86-3015",C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,"09/04/2022","13:38",Ewallet,13.98,0.699,9.8,
1470,"518-17-2983",A,Yangon,Normal,Female,Fashion accessories,48.63,4,9.726,204.246,"09/04/2022","15:44",Ewallet,194.52,9.726,7.6,
1471,"404-91-5964",A,Yangon,Normal,Male,Electronic accessories,74.58,7,26.103,548.163,"09/04/2022","16:09",Credit card,522.06,26.103,9,
1472,"695-28-6250",A,Yangon,Normal,Female,Sports and travel,43.06,5,10.765,226.065,"09/04/2022","16:38",Ewallet,215.3,10.765,7.7,
1473,"434-35-9162",B,Mandalay,Member,Male,Food and beverages,23.34,4,4.668,98.028,"09/04/2022","18:53",Ewallet,93.36,4.668,7.4,
1474,"198-66-9832",B,Mandalay,Member,Female,Fashion accessories,72.04,2,7.204,151.284,"09/04/2022","19:38",Cash,144.08,7.204,9.5,
1475,"151-33-7434",B,Mandalay,Normal,Female,Food and beverages,67.77,1,3.3885,71.1585,"09/04/2022","20:43",Credit card,67.77,3.3885,6.5,
1476,"729-09-9681",A,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,"09/05/2022","10:16",Ewallet,155.46,7.773,8.7,
1477,"409-49-6995",C,Naypyitaw,Member,Female,Food and beverages,47.27,6,14.181,297.801,"09/05/2022","10:17",Cash,283.62,14.181,8.8,
1478,"210-67-5886",C,Naypyitaw,Member,Female,Health and beauty,98.21,3,14.7315,309.3615,"09/05/2022","10:41",Credit card,294.63,14.7315,7.8,
1479,"479-26-8945",B,Mandalay,Member,Female,Sports and travel,16.49,2,1.649,34.629,"09/05/2022","11:32",Ewallet,32.98,1.649,4.6,
1480,"880-35-0356",A,Yangon,Member,Female,Sports and travel,75.2,3,11.28,236.88,"09/05/2022","11:51",Ewallet,225.6,11.28,4.8,
1481,"210-57-1719",B,Mandalay,Normal,Female,Health and beauty,58.24,9,26.208,550.368,"09/05/2022","12:34",Cash,524.16,26.208,9.7,
1482,"307-04-2070",A,Yangon,Member,Female,Fashion accessories,30.62,1,1.531,32.151,"09/05/2022","14:14",Credit card,30.62,1.531,4.1,
1483,"374-17-3652",B,Mandalay,Member,Female,Food and beverages,42.82,9,19.269,404.649,"09/05/2022","15:26",Credit card,385.38,19.269,8.9,
1484,"324-92-3863",A,Yangon,Member,Male,Electronic accessories,20.89,2,2.089,43.869,"09/05/2022","18:45",Cash,41.78,2.089,9.8,
1485,"181-94-6432",C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,"09/05/2022","19:05",Ewallet,138.66,6.933,9.7,
1486,"325-89-4209",A,Yangon,Member,Male,Food and beverages,87.9,1,4.395,92.295,"09/05/2022","19:42",Ewallet,87.9,4.395,6.7,
1487,"338-65-2210",C,Naypyitaw,Member,Female,Health and beauty,68.6,10,34.3,720.3,"09/05/2022","19:57",Cash,686,34.3,9.1,
1488,"471-06-8611",C,Naypyitaw,Normal,Female,Food and beverages,52.42,1,2.621,55.041,"09/06/2022","10:22",Credit card,52.42,2.621,6.3,
1489,"183-56-6882",C,Naypyitaw,Member,Female,Food and beverages,99.42,4,19.884,417.564,"09/06/2022","10:42",Ewallet,397.68,19.884,7.5,
1490,"609-81-8548",A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,"09/06/2022","13:55",Credit card,224.64,11.232,5.9,
1491,"149-14-0304",C,Naypyitaw,Member,Female,Health and beauty,28.5,8,11.4,239.4,"09/06/2022","14:24",Cash,228,11.4,6.6,
1492,"875-46-5808",B,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,"09/06/2022","14:51",Ewallet,259,12.95,8.7,
1493,"811-35-1094",B,Mandalay,Member,Male,Electronic accessories,50.45,6,15.135,317.835,"09/06/2022","15:16",Credit card,302.7,15.135,8.9,
1494,"727-46-3608",B,Mandalay,Member,Female,Food and beverages,20.01,9,9.0045,189.0945,"09/06/2022","15:47",Ewallet,180.09,9.0045,4.1,
1495,"595-86-2894",C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.316,"09/06/2022","17:20",Ewallet,387.92,19.396,9.4,
1496,"351-62-0822",B,Mandalay,Member,Female,Fashion accessories,14.48,4,2.896,60.816,"09/06/2022","18:07",Ewallet,57.92,2.896,4.5,
1497,"258-92-7466",A,Yangon,Normal,Female,Health and beauty,35.68,5,8.92,187.32,"09/06/2022","18:33",Credit card,178.4,8.92,6.6,
1498,"373-88-1424",C,Naypyitaw,Member,Male,Home and lifestyle,35.81,5,8.9525,188.0025,"09/06/2022","18:44",Ewallet,179.05,8.9525,7.9,
1499,"857-67-9057",B,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,"09/06/2022","19:20",Ewallet,229.5,11.475,8.2,
1500,"512-91-0811",C,Naypyitaw,Normal,Male,Health and beauty,89.75,1,4.4875,94.2375,"09/06/2022","20:05",Credit card,89.75,4.4875,6.6,
1501,"453-33-6436",A,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.248,782.208,"09/07/2022","10:09",Cash,744.96,37.248,6.8,
1502,"421-95-9805",A,Yangon,Normal,Female,Electronic accessories,28.96,1,1.448,30.408,"09/07/2022","10:18",Credit card,28.96,1.448,6.2,
1503,"635-40-6220",A,Yangon,Normal,Male,Health and beauty,89.6,8,35.84,752.64,"09/07/2022","11:28",Ewallet,716.8,35.84,6.6,
1504,"827-44-5872",B,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,570.78,"09/07/2022","11:28",Credit card,543.6,27.18,6.1,
1505,"583-41-4548",C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,"09/07/2022","11:36",Ewallet,116.69,5.8345,7.4,
1506,"626-43-7888",C,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,24.164,507.444,"09/07/2022","12:23",Ewallet,483.28,24.164,9.6,
1507,"380-94-4661",C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,"09/07/2022","13:05",Credit card,263.76,13.188,6.9,
1508,"560-49-6611",A,Yangon,Member,Female,Sports and travel,45.58,1,2.279,47.859,"09/07/2022","14:13",Cash,45.58,2.279,9.8,
1509,"784-21-9238",C,Naypyitaw,Member,Male,Sports and travel,10.17,1,0.5085,10.6785,"09/07/2022","14:15",Cash,10.17,0.5085,5.9,
1510,"648-94-3045",C,Naypyitaw,Normal,Male,Health and beauty,58.95,10,29.475,618.975,"09/07/2022","14:27",Ewallet,589.5,29.475,8.1,
1511,"810-60-6344",C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,"09/07/2022","14:38",Credit card,326.88,16.344,6.5,
1512,"114-35-5271",B,Mandalay,Normal,Female,Electronic accessories,57.91,8,23.164,486.444,"09/07/2022","15:06",Cash,463.28,23.164,8.1,
1513,"430-02-3888",B,Mandalay,Normal,Male,Electronic accessories,46.02,6,13.806,289.926,"09/07/2022","15:55",Cash,276.12,13.806,7.1,
1514,"252-56-2699",A,Yangon,Normal,Male,Food and beverages,43.19,10,21.595,453.495,"09/07/2022","16:48",Ewallet,431.9,21.595,8.2,
1515,"641-96-3695",C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,13.038,273.798,"09/07/2022","17:55",Ewallet,260.76,13.038,8.5,
1516,"744-82-9138",C,Naypyitaw,Normal,Male,Fashion accessories,86.13,2,8.613,180.873,"09/07/2022","17:59",Cash,172.26,8.613,8.2,
1517,"214-17-6927",C,Naypyitaw,Normal,Female,Food and beverages,16.48,6,4.944,103.824,"09/07/2022","18:23",Ewallet,98.88,4.944,9.9,
1518,"868-81-1752",B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,"09/07/2022","18:48",Cash,198.18,9.909,6.8,
1519,"374-38-5555",B,Mandalay,Normal,Female,Fashion accessories,63.71,5,15.9275,334.4775,"09/07/2022","19:30",Ewallet,318.55,15.9275,8.5,
1520,"533-33-5337",B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,"09/07/2022","20:24",Cash,793.9,39.695,6.2,
1521,"373-73-7910",A,Yangon,Normal,Male,Sports and travel,86.31,7,30.2085,634.3785,"09/08/2022","10:37",Ewallet,604.17,30.2085,5.3,
1522,"732-04-5373",B,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,"09/08/2022","10:53",Cash,185.88,9.294,7,
1523,"181-82-6255",B,Mandalay,Normal,Female,Home and lifestyle,16.37,6,4.911,103.131,"09/08/2022","10:58",Cash,98.22,4.911,7,
1524,"549-84-7482",B,Mandalay,Normal,Female,Sports and travel,90.28,9,40.626,853.146,"09/08/2022","11:15",Ewallet,812.52,40.626,7.2,
1525,"756-49-0168",A,Yangon,Member,Male,Fashion accessories,19.7,1,0.985,20.685,"09/08/2022","11:39",Ewallet,19.7,0.985,9.5,
1526,"815-04-6282",C,Naypyitaw,Member,Female,Sports and travel,64.97,5,16.2425,341.0925,"09/08/2022","12:52",Credit card,324.85,16.2425,6.5,
1527,"271-88-8734",C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,"09/08/2022","13:00",Credit card,972.1,48.605,8.7,
1528,"354-25-5821",B,Mandalay,Member,Female,Sports and travel,69.12,6,20.736,435.456,"09/08/2022","13:03",Cash,414.72,20.736,5.6,
1529,"440-59-5691",C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,"09/08/2022","13:12",Credit card,260.05,13.0025,7.7,
1530,"830-58-2383",B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,"09/08/2022","15:26",Cash,127,6.35,8.6,
1531,"649-29-6775",B,Mandalay,Normal,Male,Fashion accessories,33.52,1,1.676,35.196,"09/08/2022","15:31",Cash,33.52,1.676,6.7,
1532,"687-47-8271",A,Yangon,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,"09/08/2022","16:20",Credit card,989.8,49.49,8.7,
1533,"130-98-8941",C,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,22.491,472.311,"09/09/2022","10:00",Cash,449.82,22.491,5.7,
1534,"746-19-0921",C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.079,22.659,"09/09/2022","10:02",Ewallet,21.58,1.079,7.2,
1535,"428-83-5800",C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,"09/09/2022","10:25",Cash,63.24,3.162,7.3,
1536,"447-15-7839",A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,"09/09/2022","11:00",Cash,222.4,11.12,4.2,
1537,"200-40-6154",B,Mandalay,Member,Male,Home and lifestyle,65.91,6,19.773,415.233,"09/09/2022","11:45",Cash,395.46,19.773,5.7,
1538,"509-10-0516",B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,9.194,193.074,"09/09/2022","12:02",Ewallet,183.88,9.194,5.1,
1539,"871-39-9221",C,Naypyitaw,Normal,Female,Electronic accessories,12.45,6,3.735,78.435,"09/09/2022","13:11",Cash,74.7,3.735,4.1,
1540,"727-02-1313",A,Yangon,Member,Male,Food and beverages,31.84,1,1.592,33.432,"09/09/2022","13:22",Cash,31.84,1.592,7.7,
1541,"602-80-9671",C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,"09/09/2022","17:15",Credit card,95.7,4.785,5.1,
1542,"450-42-3339",C,Naypyitaw,Normal,Male,Health and beauty,84.61,10,42.305,888.405,"09/09/2022","18:58",Credit card,846.1,42.305,8.8,
1543,"146-09-5432",A,Yangon,Member,Male,Food and beverages,35.04,9,15.768,331.128,"09/09/2022","19:17",Ewallet,315.36,15.768,4.6,
1544,"866-05-7563",B,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,"09/09/2022","19:43",Cash,244.2,12.21,4.8,
1545,"747-58-7183",B,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,"09/09/2022","20:31",Ewallet,171.81,8.5905,6.5,
1546,"685-64-1609",A,Yangon,Member,Female,Fashion accessories,30.14,10,15.07,316.47,"09/10/2022","12:28",Ewallet,301.4,15.07,9.2,
1547,"669-54-1719",B,Mandalay,Member,Male,Electronic accessories,18.93,6,5.679,119.259,"09/10/2022","12:45",Credit card,113.58,5.679,8.1,
1548,"400-60-7251",A,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,"09/10/2022","12:50",Ewallet,74.07,3.7035,9.9,
1549,"559-98-9873",A,Yangon,Member,Female,Fashion accessories,53.65,7,18.7775,394.3275,"09/10/2022","12:56",Ewallet,375.55,18.7775,5.2,
1550,"448-34-8700",B,Mandalay,Member,Male,Home and lifestyle,36.91,7,12.9185,271.2885,"09/10/2022","13:51",Ewallet,258.37,12.9185,6.7,
1551,"196-01-2849",C,Naypyitaw,Member,Female,Fashion accessories,73.38,7,25.683,539.343,"09/10/2022","13:56",Cash,513.66,25.683,9.5,
1552,"162-48-8011",A,Yangon,Member,Female,Food and beverages,44.59,5,11.1475,234.0975,"09/10/2022","15:10",Cash,222.95,11.1475,8.5,
1553,"838-78-4295",C,Naypyitaw,Normal,Female,Health and beauty,33.47,2,3.347,70.287,"09/10/2022","15:43",Ewallet,66.94,3.347,6.7,
1554,"378-07-7001",B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,"09/10/2022","18:23",Credit card,144.27,7.2135,7.8,
1555,"695-51-0018",B,Mandalay,Normal,Female,Sports and travel,34.84,4,6.968,146.328,"09/10/2022","18:36",Cash,139.36,6.968,7.4,
1556,"227-07-4446",C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,"09/10/2022","20:51",Cash,781.3,39.065,4.4,
1557,"842-40-8179",B,Mandalay,Member,Female,Food and beverages,77.2,10,38.6,810.6,"09/11/2022","10:38",Credit card,772,38.6,5.6,
1558,"284-34-9626",B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,"09/11/2022","10:39",Credit card,231.12,11.556,7.2,
1559,"418-02-5978",B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,"09/11/2022","10:54",Cash,756.81,37.8405,8,
1560,"531-56-4728",A,Yangon,Normal,Male,Home and lifestyle,80.08,3,12.012,252.252,"09/11/2022","15:29",Cash,240.24,12.012,5.4,
1561,"866-99-7614",C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,936.6,"09/11/2022","15:42",Credit card,892,44.6,4.4,
1562,"534-53-3526",A,Yangon,Normal,Female,Sports and travel,94.76,4,18.952,397.992,"09/11/2022","16:06",Ewallet,379.04,18.952,7.8,
1563,"796-12-2025",C,Naypyitaw,Normal,Male,Fashion accessories,62.12,10,31.06,652.26,"09/11/2022","16:19",Cash,621.2,31.06,5.9,
1564,"401-09-4232",C,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,21.6725,455.1225,"09/11/2022","18:38",Ewallet,433.45,21.6725,9.4,
1565,"365-64-0515",A,Yangon,Normal,Female,Electronic accessories,46.95,5,11.7375,246.4875,"09/12/2022","10:25",Ewallet,234.75,11.7375,7.1,
1566,"549-03-9315",B,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,"09/12/2022","12:58",Ewallet,758.96,37.948,8.7,
1567,"373-14-0504",A,Yangon,Member,Female,Sports and travel,71.63,2,7.163,150.423,"09/12/2022","14:33",Ewallet,143.26,7.163,8.8,
1568,"641-51-2661",C,Naypyitaw,Member,Female,Food and beverages,87.1,10,43.55,914.55,"09/12/2022","14:45",Credit card,871,43.55,9.9,
1569,"305-18-3552",B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,"09/12/2022","16:19",Cash,603.8,30.19,6,
1570,"885-56-0389",C,Naypyitaw,Member,Male,Fashion accessories,52.35,1,2.6175,54.9675,"09/12/2022","17:49",Cash,52.35,2.6175,4,
1571,"287-83-1405",A,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,160.209,"09/12/2022","19:01",Ewallet,152.58,7.629,7,
1572,"528-87-5606",B,Mandalay,Member,Female,Electronic accessories,39.48,1,1.974,41.454,"09/12/2022","19:43",Cash,39.48,1.974,6.5,
1573,"139-52-2867",C,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,7.8785,165.4485,"09/13/2022","10:50",Credit card,157.57,7.8785,4.8,
1574,"173-50-1108",B,Mandalay,Member,Female,Sports and travel,20.18,4,4.036,84.756,"09/13/2022","12:14",Credit card,80.72,4.036,5,
1575,"151-16-1484",A,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,"09/13/2022","12:38",Ewallet,129,6.45,6.5,
1576,"388-76-2555",B,Mandalay,Normal,Male,Sports and travel,13.69,6,4.107,86.247,"09/13/2022","13:59",Cash,82.14,4.107,6.3,
1577,"339-18-7061",C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,9.298,195.258,"09/13/2022","15:06",Credit card,185.96,9.298,8,
1578,"767-54-1907",B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,"09/13/2022","16:59",Cash,147.8,7.39,6.9,
1579,"549-23-9016",C,Naypyitaw,Member,Female,Food and beverages,14.87,2,1.487,31.227,"09/13/2022","18:15",Credit card,29.74,1.487,8.9,
1580,"563-36-9814",A,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.661,"09/13/2022","18:27",Ewallet,76.82,3.841,7.2,
1581,"235-46-8343",C,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,"09/14/2022","11:26",Credit card,276.6,13.83,8.9,
1582,"109-86-4363",B,Mandalay,Member,Female,Sports and travel,60.08,7,21.028,441.588,"09/14/2022","11:36",Credit card,420.56,21.028,4.5,
1583,"545-07-8534",C,Naypyitaw,Normal,Female,Health and beauty,58.32,2,5.832,122.472,"09/14/2022","12:42",Ewallet,116.64,5.832,6,
1584,"853-23-2453",B,Mandalay,Member,Male,Health and beauty,75.74,4,15.148,318.108,"09/14/2022","14:35",Cash,302.96,15.148,7.6,
1585,"528-14-9470",A,Yangon,Member,Male,Health and beauty,91.3,1,4.565,95.865,"09/14/2022","14:42",Ewallet,91.3,4.565,9.2,
1586,"150-89-8043",A,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,"09/14/2022","15:04",Cash,133.95,6.6975,6.2,
1587,"638-60-7125",A,Yangon,Normal,Female,Electronic accessories,99.56,8,39.824,836.304,"09/14/2022","17:03",Credit card,796.48,39.824,5.2,
1588,"174-36-3675",C,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937,208.677,"09/14/2022","17:29",Cash,198.74,9.937,5.2,
1589,"305-03-2383",A,Yangon,Normal,Female,Food and beverages,67.1,3,10.065,211.365,"09/15/2022","10:36",Cash,201.3,10.065,7.5,
1590,"233-34-0817",C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.942,103.782,"09/15/2022","11:21",Cash,98.84,4.942,8.4,
1591,"246-11-3901",C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,"09/15/2022","12:12",Cash,328,16.4,6.2,
1592,"541-89-9860",C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,253.512,"09/15/2022","12:31",Cash,241.44,12.072,8.1,
1593,"394-43-4238",B,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,"09/15/2022","12:42",Credit card,88.85,4.4425,5.4,
1594,"227-78-1148",B,Mandalay,Normal,Female,Fashion accessories,72.84,7,25.494,535.374,"09/15/2022","12:44",Cash,509.88,25.494,8.4,
1595,"152-68-2907",A,Yangon,Normal,Male,Food and beverages,52.2,3,7.83,164.43,"09/15/2022","13:30",Credit card,156.6,7.83,9.5,
1596,"234-36-2483",B,Mandalay,Normal,Male,Health and beauty,57.59,6,17.277,362.817,"09/15/2022","13:51",Cash,345.54,17.277,5.1,
1597,"710-46-4433",B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731.43,"09/15/2022","14:15",Credit card,696.6,34.83,4.5,
1598,"860-79-0874",C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,"09/15/2022","14:53",Credit card,993,49.65,6.6,
1599,"497-36-0989",A,Yangon,Normal,Male,Fashion accessories,51.94,3,7.791,163.611,"09/15/2022","15:21",Cash,155.82,7.791,7.9,
1600,"136-08-6195",A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,"09/15/2022","17:01",Credit card,559.68,27.984,6.4,
1601,"556-41-6224",C,Naypyitaw,Normal,Male,Health and beauty,33.64,8,13.456,282.576,"09/15/2022","17:10",Credit card,269.12,13.456,9.3,
1602,"321-49-7382",B,Mandalay,Member,Male,Sports and travel,88.31,1,4.4155,92.7255,"09/15/2022","17:38",Credit card,88.31,4.4155,5.2,
1603,"285-68-5083",C,Naypyitaw,Member,Female,Sports and travel,24.74,3,3.711,77.931,"09/15/2022","17:47",Credit card,74.22,3.711,10,
1604,"372-94-8041",A,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.138,"09/15/2022","18:03",Ewallet,91.56,4.578,9.8,
1605,"400-80-4065",C,Naypyitaw,Member,Male,Health and beauty,68.55,4,13.71,287.91,"09/15/2022","20:21",Credit card,274.2,13.71,9.2,
1606,"873-95-4984",B,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,"09/15/2022","20:21",Cash,538.3,26.915,7.7,
1607,"431-66-2305",B,Mandalay,Normal,Female,Electronic accessories,88.25,9,39.7125,833.9625,"09/15/2022","20:51",Credit card,794.25,39.7125,7.6,
1608,"873-14-6353",A,Yangon,Member,Male,Food and beverages,24.82,7,8.687,182.427,"09/16/2022","10:33",Credit card,173.74,8.687,7.1,
1609,"895-03-6665",B,Mandalay,Normal,Female,Fashion accessories,36.51,9,16.4295,345.0195,"09/16/2022","10:52",Cash,328.59,16.4295,4.2,
1610,"241-72-9525",B,Mandalay,Normal,Male,Sports and travel,51.91,10,25.955,545.055,"09/16/2022","12:21",Cash,519.1,25.955,8.2,
1611,"408-66-6712",C,Naypyitaw,Member,Female,Health and beauty,47.71,6,14.313,300.573,"09/16/2022","14:19",Ewallet,286.26,14.313,4.4,
